country,energy_type,year,energy_consumption,energy_production,gdp,population,energy_intensity_per_capita,energy_intensity_by_gdp,co2_emission
Burma,petroleum_n_other_liquids,2002,0.065619534889034,0.033277103453552,68.7328,47702.2,3.68174495078004,2.55521867276031,5.1
Burma,renewables_n_other,2002,0.022541517045862,0.02248233,68.7328,47702.2,3.68174495078004,2.55521867276031,0
Burundi,all_energy_types,2002,0.00454180217747,0.001281798,5.35272,6704.12,0.677464332003305,0.848503597697992,0.4
Burundi,coal,2002,0,0,5.35272,6704.12,0.677464332003305,0.848503597697992,0
Burundi,natural_gas,2002,0,0,5.35272,6704.12,0.677464332003305,0.848503597697992,0
Burundi,petroleum_n_other_liquids,2002,0.00314058417747,0,5.35272,6704.12,0.677464332003305,0.848503597697992,0.4
Burundi,renewables_n_other,2002,0.001401218,0.001281798,5.35272,6704.12,0.677464332003305,0.848503597697992,0
Cabo Verde,all_energy_types,2002,0.005639845818,6.1038E-05,1.96556,442.955,12.7323222855595,2.86933282016321,0.1
Cabo Verde,coal,2002,0,0,1.96556,442.955,12.7323222855595,2.86933282016321,0
Cabo Verde,natural_gas,2002,0,0,1.96556,442.955,12.7323222855595,2.86933282016321,0
Cabo Verde,petroleum_n_other_liquids,2002,0.005578807818,0,1.96556,442.955,12.7323222855595,2.86933282016321,0.1
Cabo Verde,renewables_n_other,2002,6.1038E-05,6.1038E-05,1.96556,442.955,12.7323222855595,2.86933282016321,0
Cambodia,all_energy_types,2002,0.032324589675219,0.00030519,19.851,12637.7,2.55779055328254,1.62836077150867,2.500127286
Cambodia,coal,2002,5.45635218692009E-07,0,19.851,12637.7,2.55779055328254,1.62836077150867,0.000127285783816
Cambodia,natural_gas,2002,0,0,19.851,12637.7,2.55779055328254,1.62836077150867,0
Cambodia,petroleum_n_other_liquids,2002,0.03199497004,0,19.851,12637.7,2.55779055328254,1.62836077150867,2.5
Cambodia,renewables_n_other,2002,0.000329074,0.00030519,19.851,12637.7,2.55779055328254,1.62836077150867,0
Cameroon,all_energy_types,2002,0.07968507088899,0.183623663084054,43.7627,16357.6,4.87144024117169,1.82084448374963,3.2
Cameroon,coal,2002,0,0,43.7627,16357.6,4.87144024117169,1.82084448374963,0
Cameroon,natural_gas,2002,0,0,43.7627,16357.6,4.87144024117169,1.82084448374963,0
Cameroon,petroleum_n_other_liquids,2002,0.04764012088899,0.151578713084054,43.7627,16357.6,4.87144024117169,1.82084448374963,3.2
Cameroon,renewables_n_other,2002,0.03204495,0.03204495,43.7627,16357.6,4.87144024117169,1.82084448374963,0
Canada,all_energy_types,2002,12.9233944642324,18.2437251711225,1250.295,31360.05,412.097380719496,10.3362762102003,524.378312115
Canada,coal,2002,1.15589012094692,1.40777978243163,1250.295,31360.05,412.097380719496,10.3362762102003,113.716077700989
Canada,natural_gas,2002,3.2432208298,6.7773426154,1250.295,31360.05,412.097380719496,10.3362762102003,169.255727934
Canada,petroleum_n_other_liquids,2002,4.15539831891783,5.61734130329087,1250.295,31360.05,412.097380719496,10.3362762102003,241.40650648
Canada,nuclear,2002,0.80877461,0.80877461,1250.295,31360.05,412.097380719496,10.3362762102003,0
Canada,renewables_n_other,2002,3.56011058456768,3.63248686,1250.295,31360.05,412.097380719496,10.3362762102003,0
Cayman Islands,all_energy_types,2002,0.0074599806,0,2.83478,45.347,164.508801023221,2.63159067017546,0.3
Cayman Islands,coal,2002,0,0,2.83478,45.347,164.508801023221,2.63159067017546,0
Cayman Islands,natural_gas,2002,0,0,2.83478,45.347,164.508801023221,2.63159067017546,0
Cayman Islands,petroleum_n_other_liquids,2002,0.0074599806,0,2.83478,45.347,164.508801023221,2.63159067017546,0.3
Cayman Islands,renewables_n_other,2002,0,0,2.83478,45.347,164.508801023221,2.63159067017546,0
Central African Republic,all_energy_types,2002,0.0050105107,0.000834186,4.13418,3802.13,1.31781677638587,1.2119720718498,0.3
Central African Republic,coal,2002,0,0,4.13418,3802.13,1.31781677638587,1.2119720718498,0
Central African Republic,natural_gas,2002,0,0,4.13418,3802.13,1.31781677638587,1.2119720718498,0
Central African Republic,petroleum_n_other_liquids,2002,0.0041763247,0,4.13418,3802.13,1.31781677638587,1.2119720718498,0.3
Central African Republic,renewables_n_other,2002,0.000834186,0.000834186,4.13418,3802.13,1.31781677638587,1.2119720718498,0
Chad,all_energy_types,2002,0.00333671392,0,9.73894,9019.23,0.369955519484479,0.342615717932342,0.2
Chad,coal,2002,0,0,9.73894,9019.23,0.369955519484479,0.342615717932342,0
Chad,natural_gas,2002,0,0,9.73894,9019.23,0.369955519484479,0.342615717932342,0
Chad,petroleum_n_other_liquids,2002,0.00333671392,0,9.73894,9019.23,0.369955519484479,0.342615717932342,0.2
Chad,renewables_n_other,2002,0,0,9.73894,9019.23,0.369955519484479,0.342615717932342,0
Chile,all_energy_types,2002,1.0696093123746,0.34550978897053,237.0527,15645.35,68.3659561706578,4.51211613440641,51.555660643
Chile,coal,2002,0.073929393549012,0.007566569562743,237.0527,15645.35,68.3659561706578,4.51211613440641,6.93121315097724
Chile,natural_gas,2002,0.2600589537,0.073164734125,237.0527,15645.35,68.3659561706578,4.51211613440641,12.473195492
Chile,petroleum_n_other_liquids,2002,0.482816131678555,0.020697696282787,237.0527,15645.35,68.3659561706578,4.51211613440641,32.151252
Chile,renewables_n_other,2002,0.252804833447034,0.244080789,237.0527,15645.35,68.3659561706578,4.51211613440641,0
China,all_energy_types,2002,47.7114884995535,46.2026158727834,5304.42,1308412,36.4651871884036,8.99466642904474,3615.319298673
China,coal,2002,33.135700939391,34.5293401997124,5304.42,1308412,36.4651871884036,8.99466642904474,2903.30360751611
China,natural_gas,2002,1.1090442671,1.204552272,5304.42,1308412,36.4651871884036,8.99466642904474,54.015691157
China,petroleum_n_other_liquids,2002,10.668705943845,7.27363923132706,5304.42,1308412,36.4651871884036,8.99466642904474,658
China,nuclear,2002,0.254312093744,0.254312093744,5304.42,1308412,36.4651871884036,8.99466642904474,0
China,renewables_n_other,2002,2.54372525547346,2.940772076,5304.42,1308412,36.4651871884036,8.99466642904474,0
Colombia,all_energy_types,2002,1.18746401500667,2.93049801078245,352.791,40875.4,29.0508231113742,3.36591357207714,49.305265071
Colombia,coal,2002,0.100730236545222,1.11050417869976,352.791,40875.4,29.0508231113742,3.36591357207714,9.37565994545361
Colombia,natural_gas,2002,0.2020950316,0.2020950316,352.791,40875.4,29.0508231113742,3.36591357207714,10.600642264
Colombia,petroleum_n_other_liquids,2002,0.546337632545368,1.27074517548269,352.791,40875.4,29.0508231113742,3.36591357207714,29.3289628617183
Colombia,renewables_n_other,2002,0.338301114316075,0.347153625,352.791,40875.4,29.0508231113742,3.36591357207714,0
Comoros,all_energy_types,2002,0.00157109514,3.0519E-05,1.47368,569.48,2.75882408513029,1.06610331958091,0.09954
Comoros,coal,2002,0,0,1.47368,569.48,2.75882408513029,1.06610331958091,0
Comoros,natural_gas,2002,0,0,1.47368,569.48,2.75882408513029,1.06610331958091,0
Comoros,petroleum_n_other_liquids,2002,0.00154057614,0,1.47368,569.48,2.75882408513029,1.06610331958091,0.09954
Comoros,renewables_n_other,2002,3.0519E-05,3.0519E-05,1.47368,569.48,2.75882408513029,1.06610331958091,0
Congo-Brazzaville,all_energy_types,2002,0.014911863742286,0.547213732380529,12.724,3310.38,4.50457764434476,1.1719477948983,0.8
Congo-Brazzaville,coal,2002,0,0,12.724,3310.38,4.50457764434476,1.1719477948983,0
Congo-Brazzaville,natural_gas,2002,0,0,12.724,3310.38,4.50457764434476,1.1719477948983,0
Congo-Brazzaville,petroleum_n_other_liquids,2002,0.009559247742286,0.543225916380529,12.724,3310.38,4.50457764434476,1.1719477948983,0.8
Congo-Brazzaville,renewables_n_other,2002,0.005352616,0.003987816,12.724,3310.38,4.50457764434476,1.1719477948983,0
Congo-Kinshasa,all_energy_types,2002,0.073565319618646,0.11017237408561,30.3287,49871.7,1.47509147710316,2.42560082095987,1.400393101
Congo-Kinshasa,coal,2002,4.67299386456356E-05,0,30.3287,49871.7,1.47509147710316,2.42560082095987,0.000393101235663
